structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1212	1	N/A	-312.60769589486443	C6H13NO3	[M + H2O + H]+	VQDQAFBGARBLSJ	InChI=1S/C6H13NO3/c1-3-10-4-6(2,9)5(7)8/h9H,3-4H2,1-2H3,(H2,7,8)	null	CCOCC(C)(C(=O)N)O	-1.10000002	116248453	PubChem:(116248453)	2
1213	1	N/A	-313.583651498745	C6H13NO3	[M + H2O + H]+	MTCQRPWEAWLUGX	InChI=1S/C6H13NO3/c1-5(7-4-8)6(9-2)10-3/h4-6H,1-3H3,(H,7,8)	null	CC(C(OC)OC)NC=O	-0.100000001	64991639	PubChem:(64991639)	2
1214	1	N/A	-313.8033982310893	C6H13NO3	[M + H2O + H]+	JDOXNFWCWGALEU	InChI=1S/C6H13NO3/c1-5(8)7-10-4-6(2,3)9/h9H,4H2,1-3H3,(H,7,8)	null	CC(=O)NOCC(C)(C)O	-0.5	87260199	PubChem:(87260199)	2
1215	1	N/A	-313.959466895426	C6H13NO3	[M + H2O + H]+	HYKQIPXMJYDDLN	InChI=1S/C6H13NO3/c1-3-4-5-7(9)6(8)10-2/h9H,3-5H2,1-2H3	null	CCCCN(C(=O)OC)O	0.899999976	87729012	PubChem:(87729012)	2
1216	1	N/A	-313.9725334595531	C6H13NO3	[M + H2O + H]+	MCWHUJTYMAXRQM	InChI=1S/C6H13NO3/c1-6(2,5(7)10)3-4(8)9/h5,10H,3,7H2,1-2H3,(H,8,9)	null	CC(C)(CC(=O)O)C(N)O	-2.79999995	57002670	PubChem:(57002670)	2
1217	1	N/A	-314.0448192727616	C6H13NO3	[M + H2O + H]+	QRDQCWFFJNRRDE	InChI=1S/C6H13NO3/c1-4-9-5(8)6(2,3)10-7/h4,7H2,1-3H3	Propanoic acid, 2-(aminooxy)-2-methyl-, ethyl ester	CCOC(=O)C(C)(C)ON	0.200000003	19105390	PubChem:(19105390)	2
1218	1	N/A	-314.1212054026129	C6H13NO3	[M + H2O + H]+	PPAHIQVLVPBWPP	InChI=1S/C6H13NO3/c1-3-6(9,4-10-2)5(7)8/h9H,3-4H2,1-2H3,(H2,7,8)	null	CCC(COC)(C(=O)N)O	-0.899999976	64397523	PubChem:(64397523)	2
1219	1	N/A	-314.14477481335746	C6H13NO3	[M + H2O + H]+	UPTDZBDKRGEQEV	InChI=1S/C6H13NO3/c1-7-3-6(10-9)2-5(7)4-8/h5-6,8-9H,2-4H2,1H3	null	CN1CC(CC1CO)OO	-0.800000012	117817337	PubChem:(117817337)	2
1220	1	N/A	-314.6600336765493	C6H13NO3	[M + H2O + H]+	NWQAPNBHOIGMNY	InChI=1S/C6H13NO3/c1-5(4-8)6(9)7(2)10-3/h5,8H,4H2,1-3H3	null	CC(CO)C(=O)N(C)OC	-0.400000006	9989395;24787605;85609868	PubChem:(9989395 24787605 85609868)	2
1221	1	N/A	-314.6849524586344	C6H13NO3	[M + H2O + H]+	IPSUWAFWCNPETB	InChI=1S/C6H13NO3/c1-10-6(9)4-2-3-5(7)8/h5,8H,2-4,7H2,1H3	null	COC(=O)CCCC(N)O	-0.699999988	88446055	PubChem:(88446055)	2
1222	1	N/A	-314.8273859958589	C6H13NO3	[M + H2O + H]+	OSSACNXXZLVWSG	InChI=1S/C6H13NO3/c1-5(10-2)3-4-6(8)7-9/h5,9H,3-4H2,1-2H3,(H,7,8)	N-hydroxy-4-methoxypentanamide	CC(CCC(=O)NO)OC	-0.400000006	59568812	PubChem:(59568812)	2
1223	1	N/A	-314.855897674507	C6H13NO3	[M + H2O + H]+	DCIKEGMDLASJHI	InChI=1S/C6H13NO3/c1-6(2)8-3-5(10-6)4-9-7/h5H,3-4,7H2,1-2H3	(S)-O-(2,2-Dimethyl-[1,3]dioxolan-4-ylm	CC1(OCC(O1)CON)C	-0.400000006	10240948;14814202;11298047;91292187	PubChem:(10240948 14814202 11298047 91292187)	2
1224	1	N/A	-315.1744970646617	C6H13NO3	[M + H2O + H]+	CWOZCBBCHHOAMR	InChI=1S/C6H13NO3/c1-3-10-5(8)4-6(2,7)9/h9H,3-4,7H2,1-2H3	null	CCOC(=O)CC(C)(N)O	-0.899999976	101157496	PubChem:(101157496)	2
1225	1	N/A	-315.17587245563067	C6H13NO3	[M + H2O + H]+	YCIUBBOEGCQDNH	InChI=1S/C6H13NO3/c1-5(8)3-4-6(9)7-10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	null	CC(CCC(=O)NOC)O	-0.400000006	79193402	PubChem:(79193402)	2
1226	1	N/A	-315.5133191024164	C6H13NO3	[M + H2O + H]+	VNQLNIMYRMBBIN	InChI=1S/C6H13NO3/c1-6(2,3-8)4(9)5(7)10/h4,8-9H,3H2,1-2H3,(H2,7,10)	dihydroxydimethylbutanamide	CC(C)(CO)C(C(=O)N)O	-1.0	2764170;6934100;6934101	PubChem:(2764170 6934100 6934101);YMDB Mine;ZINC bio:(ZINC00169764 ZINC00169765);PubChem class - bio and metabolites;EcoCyc Mine;KEGG Mine	60146327554
1227	1	N/A	-315.52096286491263	C6H13NO3	[M + H2O + H]+	UTPZZDFFJITXTP	InChI=1S/C6H13NO3/c1-4(6(7)10)2-3-5(8)9/h4-5,8-9H,2-3H2,1H3,(H2,7,10)	null	CC(CCC(O)O)C(=O)N	-0.800000012	90831499	PubChem:(90831499)	2
1228	1	N/A	-315.6815691896579	C6H13NO3	[M + H2O + H]+	FSLUGKWJSGFLOS	InChI=1S/C6H13NO3/c1-9-6-5(7)4(8)2-3-10-6/h4-6,8H,2-3,7H2,1H3	null	COC1C(C(CCO1)O)N	-1.29999995	14187852;55289399;55289750;130815047	PubChem:(14187852 55289399 55289750 130815047)	2
1229	1	N/A	-315.71307465299196	C6H13NO3	[M + H2O + H]+	JJTZELKLEPSILI	InChI=1S/C6H13NO3/c1-6(10-7(8)9)4-2-3-5-6/h8-9H,2-5H2,1H3	null	CC1(CCCC1)ON(O)O	0.800000012	89165938	PubChem:(89165938)	2
1230	1	N/A	-315.76369038700534	C6H13NO3	[M + H2O + H]+	VUWCWJDGIPZZRD	InChI=1S/C6H13NO3/c1-3-5(7-9)6(8)10-4-2/h5,7,9H,3-4H2,1-2H3	null	CCC(C(=O)OCC)NO	0.5	14300681	PubChem:(14300681)	2
1231	1	N/A	-315.8503306774987	C6H13NO3	[M + H2O + H]+	OAERKQHITQHXMY	InChI=1S/C6H14NO3/c1-5(9)7(2,3)6(10)4-8/h5,8-9H,4H2,1-3H3/q+1	null	CC([N+](C)(C)C(=O)CO)O	-0.699999988	87718639	PubChem:(87718639)	2
1232	1	N/A	-316.068151148948	C6H13NO3	[M + H2O + H]+	YHQMSFWMLUQEAY	InChI=1S/C6H13NO3/c1-3-5(8)4(2)6(9)7-10/h4-5,8,10H,3H2,1-2H3,(H,7,9)	N,3-dihydroxy-2-methylpentanamide	CCC(C(C)C(=O)NO)O	-0.200000003	21218197;57019354;57299896	PubChem:(21218197 57019354 57299896)	2
1233	1	N/A	-316.1383195105966	C6H13NO3	[M + H2O + H]+	KXQBVDGBWTVIHU	InChI=1S/C6H13NO3/c1-3-5(10-7)6(8)9-4-2/h5H,3-4,7H2,1-2H3	Butanoic acid, 2-(aminooxy)-, ethyl ester	CCC(C(=O)OCC)ON	0.5	21275694;124549750;124549751	PubChem:(21275694 124549750 124549751)	2
1234	1	N/A	-316.17417694394067	C6H13NO3	[M + H2O + H]+	DSZUSZZLQJZVJX	InChI=1S/C6H13NO3/c8-6(9)10-7-4-2-1-3-5-7/h6,8-9H,1-5H2	null	C1CCN(CC1)OC(O)O	0.0	53777638	PubChem:(53777638)	2
1235	1	N/A	-316.3968684381179	C6H13NO3	[M + H2O + H]+	FWRDFRSPJLPABL	InChI=1S/C6H13NO3/c1-3-5(8)7-6(4-2)10-9/h6,9H,3-4H2,1-2H3,(H,7,8)	null	CCC(NC(=O)CC)OO	0.400000006	55288282	PubChem:(55288282)	2
1236	1	N/A	-316.6013298771939	C6H13NO3	[M + H2O + H]+	YXQFSRDVBYXCIW	InChI=1S/C6H13NO3/c1-7-6(9)10-5-3-2-4-8/h8H,2-5H2,1H3,(H,7,9)	4-hydroxybutyl N-methylcarbamate	CNC(=O)OCCCCO	0.310996205	59205601	PubChem:(59205601)	2
1237	1	N/A	-316.90326568469294	C6H13NO3	[M + H2O + H]+	IYFMHWQCELNSIZ	InChI=1S/C6H13NO3/c1-2-3-4-6(9,10)5(7)8/h9-10H,2-4H2,1H3,(H2,7,8)	null	CCCCC(C(=O)N)(O)O	-0.5	88439455	PubChem:(88439455)	2
1238	1	N/A	-317.0859945946463	C6H13NO3	[M + H2O + H]+	SCNUIEOKSKHGLF	InChI=1S/C6H13NO3/c1-6(10)3-7(4-8)2-5(6)9/h5,8-10H,2-4H2,1H3	null	CC1(CN(CC1O)CO)O	-1.60000002	68619850	PubChem:(68619850)	2
1239	1	N/A	-317.15833016885506	C6H13NO3	[M + H2O + H]+	VUAQXRISKVKNBS	InChI=1S/C6H13NO3/c1-4(8)5(3-7)6(9)10-2/h4-5,8H,3,7H2,1-2H3	null	CC(C(CN)C(=O)OC)O	-1.10000002	10773820;85263802	PubChem:(10773820 85263802)	2
1240	1	N/A	-317.2695117024002	C6H13NO3	[M + H2O + H]+	NCGYTBVCGNLHDG	InChI=1S/C6H13NO3/c1-6(2)9-3-4(10-6)5(7)8/h4-5,8H,3,7H2,1-2H3	null	CC1(OCC(O1)C(N)O)C	-1.0	123586499;126695338	PubChem:(123586499 126695338)	2
1241	1	N/A	-317.4000288631466	C6H13NO3	[M + H2O + H]+	SOARCLCWOOXWCY	InChI=1S/C6H13NO3/c1-6(7)2-3-10-5(9)4(6)8/h4-5,8-9H,2-3,7H2,1H3	null	CC1(CCOC(C1O)O)N	-1.60000002	123224289	PubChem:(123224289)	2
1242	1	N/A	-317.5158199618822	C6H13NO3	[M + H2O + H]+	QBGXFWQNROYBRK	InChI=1S/C6H13NO3/c1-5(2)10-6(8)9-4-7-3/h5,7H,4H2,1-3H3	null	CC(C)OC(=O)OCNC	1.0	134180885	PubChem:(134180885)	2
1243	1	N/A	-317.56331219974334	C6H13NO3	[M + H2O + H]+	PMABLOPIFVACLQ	InChI=1S/C6H13NO3/c1-5(2)6(3,4)10-7(8)9/h5H,1-4H3	2,3-dimethylbutan-2-yl Nitrate	CC(C)C(C)(C)O[N+](=O)[O-]	2.4000001	179251	PubChem:(179251)	2
1244	1	N/A	-317.57719276104694	C6H13NO3	[M + H2O + H]+	OEFUQSJDXNUKLA	InChI=1S/C6H13NO3/c1-4(8)7(5(2)9)6(3)10/h4-5,8-9H,1-3H3	N,N-bis(1-hydroxyethyl)acetamide	CC(N(C(C)O)C(=O)C)O	-0.600000024	19991954;88770858	PubChem:(19991954 88770858)	2
1245	1	N/A	-317.5845501797719	C6H13NO3	[M + H2O + H]+	JBWNSUPYJSWHTN	InChI=1S/C6H13NO3/c1-6(2,3-8)4-10-5(7)9/h8H,3-4H2,1-2H3,(H2,7,9)	Carbamic acid 3-hydroxy-2,2-dimethyl-propyl ester	CC(C)(CO)COC(=O)N	0.0	34180334	PubChem:(34180334)	2
1246	1	N/A	-317.68143819415553	C6H13NO3	[M + H2O + H]+	ZZOINDLUIBTCGV	InChI=1S/C6H13NO3/c1-6(2,4-8)7-5(9)10-3/h8H,4H2,1-3H3,(H,7,9)	null	CC(C)(CO)NC(=O)OC	-0.100000001	43501246	PubChem:(43501246)	2
1247	1	N/A	-317.9819966108816	C6H13NO3	[M + H2O + H]+	PERVZYLQIPJHNM	InChI=1S/C6H13NO3/c1-7-5(8)3-4-6(9)10-2/h6,9H,3-4H2,1-2H3,(H,7,8)	null	CNC(=O)CCC(O)OC	-0.800000012	131969974	PubChem:(131969974)	2
1248	1	N/A	-318.3665520980736	C6H13NO3	[M + H2O + H]+	KAYUDTVNVDWUBM	InChI=1S/C6H13NO3/c1-5(9)4-6(10-7)2-3-8/h3,5-6,9H,2,4,7H2,1H3	null	CC(CC(CC=O)ON)O	-1.10000002	89453245	PubChem:(89453245)	2
1249	1	N/A	-318.38852249902493	C6H13NO3	[M + H2O + H]+	XGUFVMGPOSZEDP	InChI=1S/C6H13NO3/c1-4(7)5(8)3-6(9)10-2/h4-5,8H,3,7H2,1-2H3	null	CC(C(CC(=O)OC)O)N	-1.10000002	89058102;89766620	PubChem:(89058102 89766620)	2
1250	1	N/A	-318.5085240015407	C6H13NO3	[M + H2O + H]+	NDBGHZGGGJGLNT	InChI=1S/C6H13NO3/c1-5(8)4-6(9)7(2)10-3/h5,8H,4H2,1-3H3	(3R)-3-hydroxy-N-methoxy-N-methylbutanamide	CC(CC(=O)N(C)OC)O	-0.5	12156202;11977247;73159357	PubChem:(12156202 11977247 73159357)	2
1251	1	N/A	-318.5145127171171	C6H13NO3	[M + H2O + H]+	GBDTYVFAWDJLRY	InChI=1S/C6H13NO3/c1-3-6(2,10)4(8)5(7)9/h4,8,10H,3H2,1-2H3,(H2,7,9)	null	CCC(C)(C(C(=O)N)O)O	-0.618186951	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
1252	1	N/A	-318.5399646017205	C6H13NO3	[M + H2O + H]+	WOJOPFALYGWERS	InChI=1S/C6H13NO3/c1-6(2,5(9)10)3-4(7)8/h5,9-10H,3H2,1-2H3,(H2,7,8)	null	CC(C)(CC(=O)N)C(O)O	-0.899999976	87816434	PubChem:(87816434)	2
1253	1	N/A	-318.55254575117857	C6H13NO3	[M + H2O + H]+	KJKSLJKIWKNZAK	InChI=1S/C6H13NO3/c1-5(7-10-3)4-6(8)9-2/h5,7H,4H2,1-3H3	null	CC(CC(=O)OC)NOC	0.100000001	64973844	PubChem:(64973844);PubChem class - safety and toxic	67108866
1254	1	N/A	-318.7385035146572	C6H13NO3	[M + H2O + H]+	FOOHERPAPOCPTC	InChI=1S/C6H13NO3/c1-6(2,3)10-5(8)4-7-9/h7,9H,4H2,1-3H3	null	CC(C)(C)OC(=O)CNO	0.200000003	10396966	PubChem:(10396966)	2
1255	1	N/A	-318.772494617522	C6H13NO3	[M + H2O + H]+	WAIMIPYWQPAHJE	InChI=1S/C6H13NO3/c1-5(4-10-7)3-6(8)9-2/h5H,3-4,7H2,1-2H3	null	CC(CC(=O)OC)CON	-0.021598829	105429039	PubChem:(105429039)	2
1256	1	N/A	-319.09835157655345	C6H13NO3	[M + H2O + H]+	DNCYSPAVIRNWJU	InChI=1S/C6H13NO3/c1-4-10-7(3)6(9)5(2)8/h5,8H,4H2,1-3H3	null	CCON(C)C(=O)C(C)O	-0.100000001	127015224;130719847;131005354	PubChem:(127015224 130719847 131005354)	2
1257	1	N/A	-319.11935221091017	C6H13NO3	[M + H2O + H]+	GDJSFQBUNZUUMO	InChI=1S/C6H13NO3/c1-3-5-10-7-6(8)9-4-2/h3-5H2,1-2H3,(H,7,8)	Carbamic acid, propoxy-, ethyl ester	CCCONC(=O)OCC	1.29999995	21475744	PubChem:(21475744)	2
1258	1	N/A	-319.1767598374893	C6H13NO3	[M + H2O + H]+	YZHOTSREIKITLA	InChI=1S/C6H13NO3/c1-4(2)5(7-10)3-6(8)9/h4-5,7,10H,3H2,1-2H3,(H,8,9)	null	CC(C)C(CC(=O)O)NO	0.36019519	""	KEGG Mine	8589934592
1259	1	N/A	-319.2314255965246	C6H13NO3	[M + H2O + H]+	NOCVLMXISGASKY	InChI=1S/C6H13NO3/c1-6(2,3-7)4(8)5(9)10/h4,8H,3,7H2,1-2H3,(H,9,10)	Oprea1_031210	CC(C)(CN)C(C(=O)O)O	-2.9000001	838550;838552;3097594;6948942;6948943	PubChem:(838550 838552 3097594 6948942 6948943);PubMed;KEGG Mine	8589934658
1260	1	N/A	-319.56082972403186	C6H13NO3	[M + H2O + H]+	PDNGJZKMLBPABW	InChI=1S/C6H13NO3/c1-4(2)5(7)3-10-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	null	CC(C)C(COC(=O)O)N	-0.208018407	""	KEGG Mine	8589934592
1261	1	N/A	-319.7608817561819	C6H13NO3	[M + H2O + H]+	WVAKLRZNAPGWCQ	InChI=1S/C6H13NO3/c1-3-5(2)10-6(8)4-9-7/h5H,3-4,7H2,1-2H3	null	CCC(C)OC(=O)CON	0.600000024	116286131	PubChem:(116286131)	2
1262	1	N/A	-319.8353927514703	C6H13NO3	[M + H2O + H]+	QMGVMAHXICOMJD	InChI=1S/C6H13NO3/c7-3-5-1-4(8)2-6(9)10-5/h4-6,8-9H,1-3,7H2	null	C1C(CC(OC1CN)O)O	-1.39999998	123783061;137531079	PubChem:(123783061 137531079)	2
1263	1	N/A	-320.21552561834505	C6H13NO3	[M + H2O + H]+	WCEPLKUKEHAQRR	InChI=1S/C6H13NO3/c1-5(2)3-9-6(8)10-4-7/h5H,3-4,7H2,1-2H3	null	CC(C)COC(=O)OCN	1.0	54417100	PubChem:(54417100)	2
1264	1	N/A	-320.4095987515423	C6H13NO3	[M + H2O + H]+	BOMNPVMAWGCSSJ	InChI=1S/C6H13NO3/c1-4-7(3)10-6(9)5(2)8/h5,8H,4H2,1-3H3	null	CCN(C)OC(=O)C(C)O	0.5	23220991	PubChem:(23220991)	2
1265	1	N/A	-320.53595531859554	C6H13NO3	[M + H2O + H]+	LRCFEOITEBXABN	InChI=1S/C6H13NO3/c1-3-4(2)5(10-7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	null	CCC(C)C(C(=O)O)ON	-1.60000002	55275483	PubChem:(55275483)	2
1266	1	N/A	-320.6137913087557	C6H13NO3	[M + H2O + H]+	XUZTZPVKCILTQZ	InChI=1S/C6H13NO3/c1-4-5(8)6(9)7(2)10-3/h5,8H,4H2,1-3H3	null	CCC(C(=O)N(C)OC)O	0.0	89018974	PubChem:(89018974)	2
1267	1	N/A	-320.9278684922013	C6H13NO3	[M + H2O + H]+	WJBPTBIBLUFTBT	InChI=1S/C6H13NO3/c1-3-4-9-5(2)10-6(7)8/h5H,3-4H2,1-2H3,(H2,7,8)	1-propoxyethyl carbamate	CCCOC(C)OC(=O)N	0.800000012	21498364	PubChem:(21498364)	2
1268	1	N/A	-321.1327402781303	C6H13NO3	[M + H2O + H]+	LRILNOKFYYXFGZ	InChI=1S/C6H13NO3/c1-6(2,3)4-5(8)7(9)10/h9-10H,4H2,1-3H3	null	CC(C)(C)CC(=O)N(O)O	0.400000006	23120831	PubChem:(23120831)	2
1269	1	N/A	-321.7056119543791	C6H13NO3	[M + H2O + H]+	FIDPZBFSZOZLNF	InChI=1S/C6H13NO3/c1-6(2)4-8-5(10-6)3-9-7/h5H,3-4,7H2,1-2H3	null	CC1(COC(O1)CON)C	-0.400000006	66772077	PubChem:(66772077)	2
1270	1	N/A	-321.7668263482621	C6H13NO3	[M + H2O + H]+	NQTXAHIAKRSHQC	InChI=1S/C6H13NO3/c1-4(3-8)5(2)7-6(9)10/h4-5,7-8H,3H2,1-2H3,(H,9,10)	null	CC(CO)C(C)NC(=O)O	0.200000003	90020855	PubChem:(90020855)	2
1271	1	N/A	-321.7715736127349	C6H13NO3	[M + H2O + H]+	ITGCZQVJSREAMY	InChI=1S/C6H13NO3/c1-3-4(7)2-5(8)6(9)10-3/h3-6,8-9H,2,7H2,1H3	null	CC1C(CC(C(O1)O)O)N	-1.39999998	68114633	PubChem:(68114633)	2
1272	1	N/A	-321.78173200950664	C6H13NO3	[M + H2O + H]+	MXJGKTHZWIGRJG	InChI=1S/C6H13NO3/c1-6(2,3)10-5(8)4-9-7/h4,7H2,1-3H3	tert-butyl 2-aminooxyacetate	CC(C)(C)OC(=O)CON	0.200000003	12919121	PubChem:(12919121)	2
1273	1	N/A	-322.34540113510246	C6H13NO3	[M + H2O + H]+	LAVMTDFIXWSYDP	InChI=1S/C6H13NO3/c1-2-3-4-9-6-5(7-8)10-6/h5-8H,2-4H2,1H3	null	CCCCOC1C(O1)NO	0.400000006	130387529	PubChem:(130387529)	2
1274	1	N/A	-322.3973801476238	C6H13NO3	[M + H2O + H]+	FKWSPIKQSMHGRW	InChI=1S/C6H13NO3/c1-5(10-3)7(2)6(9)4-8/h5,8H,4H2,1-3H3	null	CC(N(C)C(=O)CO)OC	-0.5	88648458	PubChem:(88648458)	2
1275	1	N/A	-322.4068043735171	C6H13NO3	[M + H2O + H]+	ZLHXOAHVPVQNBX	InChI=1S/C6H13NO3/c1-4(10-3)6(2,7)5(8)9/h4H,7H2,1-3H3,(H,8,9)	null	CC(C(C)(C(=O)O)N)OC	-2.9000001	116160944	PubChem:(116160944)	2
1276	1	N/A	-322.4399692966189	C6H13NO3	[M + H2O + H]+	KSMWXXXENCQFPI	InChI=1S/C6H13NO3/c1-4(10-3)5(8)6(9)7-2/h4-5,8H,1-3H3,(H,7,9)	null	CC(C(C(=O)NC)O)OC	-0.800000012	126994164	PubChem:(126994164)	2
1277	1	N/A	-322.4998990940962	C6H13NO3	[M + H2O + H]+	RNEXUAQPHKTPNN	InChI=1S/C6H13NO3/c1-4-5(7-10-3)6(8)9-2/h5,7H,4H2,1-3H3	null	CCC(C(=O)OC)NOC	0.699999988	115279563	PubChem:(115279563)	2
1278	1	N/A	-322.5428587178944	C6H13NO3	[M + H2O + H]+	PKAFWSLANFNPIU	InChI=1S/C6H13NO3/c1-3-5(7)6(9)4(8)2-10-3/h3-6,8-9H,2,7H2,1H3	(3S,4S,5S,6R)-5-amino-6-methyloxane-3,4-diol	CC1C(C(C(CO1)O)O)N	-1.79999995	4369386;53729237	PubChem:(4369386 53729237);PubMed;PubChem class - bio and metabolites	16777282
1279	1	N/A	-322.69698133028436	C6H13NO3	[M + H2O + H]+	DVQVIYZYFJWOJB	InChI=1S/C6H13NO3/c1-7(2)4-5(10-3)6(8)9/h5H,4H2,1-3H3,(H,8,9)	null	CN(C)CC(C(=O)O)OC	-2.5	106110801	PubChem:(106110801)	2
1280	1	N/A	-322.71091115843853	C6H13NO3	[M + H2O + H]+	WDKWVKZMTODAHS	InChI=1S/C6H13NO3/c1-2-3-4-5(7)6(8)10-9/h5,9H,2-4,7H2,1H3	null	CCCCC(C(=O)OO)N	0.5	56629238;76380138	PubChem:(56629238 76380138)	2
1281	1	N/A	-322.7876274807657	C6H13NO3	[M + H2O + H]+	WZTOYJHZHKKPDF	InChI=1S/C6H13NO3/c1-3(2)4(8)5(9)6(7)10/h3-5,8-9H,1-2H3,(H2,7,10)	null	CC(C)C(C(C(=O)N)O)O	-0.800000012	102122220;117613587;117613589;117613605;117613606	PubChem:(102122220 117613587 117613589 117613605 117613606)	2
1282	1	N/A	-322.78965766326496	C6H13NO3	[M + H2O + H]+	ZAYJDMWJYCTABM	InChI=1S/C6H13NO3/c1-3(2)5(8)4(7)6(9)10/h3-5,8H,7H2,1-2H3,(H,9,10)	b-Hydroxyleucine	CC(C)C(C(C(=O)O)N)O	-0.735173702	134611;277776;2724756;2724869;6994740;6994741;6994742;6994743;6994744;10942590;36690829;74652525;87129721;134694186;135071118;135081178	COCONUT:(CNP0145515);Natural Products:(UNPD186051 UNPD19440);PubChem:(134611 277776 2724756 2724869 6994740 6994741 6994742 6994743 6994744 10942590 36690829 74652525 87129721 134694186 135071118 135081178);SuperNatural:(SN00318740);YMDB Mine;ZINC bio:(ZINC01715386 ZINC01715387 ZINC01715388 ZINC01715389);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(134611 277776 6994741 6994743);PubMed;KEGG Mine	60149506118
1283	1	N/A	-322.9152075421919	C6H13NO3	[M + H2O + H]+	SZLUWMIKFACEDW	InChI=1S/C6H13NO3/c1-3-6(7)4(8)2-5(9)10-3/h3-6,8-9H,2,7H2,1H3	null	CC1C(C(CC(O1)O)O)N	-1.39999998	57187789;70064277;91850464;131850094	PubChem:(57187789 70064277 91850464 131850094)	2
1284	1	N/A	-323.0840237565154	C6H13NO3	[M + H2O + H]+	KHNRLBNOVPUKRU	InChI=1S/C6H13NO3/c1-4-5-10-6(8)7(2)9-3/h4-5H2,1-3H3	null	CCCOC(=O)N(C)OC	1.10000002	53995097	PubChem:(53995097)	2
1285	1	N/A	-323.15593157548335	C6H13NO3	[M + H2O + H]+	WQAATXXPXAPGNT	InChI=1S/C6H13NO3/c1-3-5(4-8)7-6(9)10-2/h5,8H,3-4H2,1-2H3,(H,7,9)	methyl N-(1-hydroxybutan-2-yl)carbamate	CCC(CO)NC(=O)OC	0.200000003	21720532;55299199;88922420	PubChem:(21720532 55299199 88922420)	2
1286	1	N/A	-323.21549680380417	C6H13NO3	[M + H2O + H]+	BZTAVCVTBAXONH	InChI=1S/C6H13NO3/c1-4(8)5(7-2)6(9)10-3/h4-5,7-8H,1-3H3	methyl (2S,3R)-3-hydroxy-2-(methylamino)butanoate	CC(C(C(=O)OC)NC)O	-0.5	11615188;17955575;55299134;88535509;91178844;124603535;133657648	PubChem:(11615188 17955575 55299134 88535509 91178844 124603535 133657648)	2
1287	1	N/A	-323.48135222494403	C6H13NO3	[M + H2O + H]+	WMKPRZHDFXGJRA	InChI=1S/C6H13NO3/c1-5(2)10-4-7-6(8)9-3/h5H,4H2,1-3H3,(H,7,8)	Carbamic acid, [(1-methylethoxy)methyl]-, methyl ester	CC(C)OCNC(=O)OC	0.699999988	71330541	PubChem:(71330541)	2
1288	1	N/A	-323.4933857390978	C6H13NO3	[M + H2O + H]+	CNKLVDBLWSVDNZ	InChI=1S/C6H13NO3/c1-6(2)8-3-5(10-7)4-9-6/h5H,3-4,7H2,1-2H3	Hydroxylamine, O-(2,2-dimethyl-1,3-dioxan-5-yl)-	CC1(OCC(CO1)ON)C	-0.400000006	22025693	PubChem:(22025693)	2
1289	1	N/A	-323.61448857936665	C6H13NO3	[M + H2O + H]+	LTELNDGFDKSELV	InChI=1S/C6H13NO3/c1-4(8)5(7)3-6(9)10-2/h4-5,8H,3,7H2,1-2H3	null	CC(C(CC(=O)OC)N)O	-1.10000002	55284702;76223660;91165667;133622508	PubChem:(55284702 76223660 91165667 133622508)	2
1290	1	N/A	-323.71718433528224	C6H13NO3	[M + H2O + H]+	XUEQASGSJZHHPX	InChI=1S/C6H13NO3/c1-6(9,4-10-2)3-7-5-8/h5,9H,3-4H2,1-2H3,(H,7,8)	null	CC(CNC=O)(COC)O	-1.0	130843622	PubChem:(130843622)	2
1291	1	N/A	-323.7545024309937	C6H13NO3	[M + H2O + H]+	KEEQSWOXTDTQJV	InChI=1S/C6H13NO3/c1-6(2,10)3-4(7)5(8)9/h4,10H,3,7H2,1-2H3,(H,8,9)	L-Leucine, 4-hydroxy-	CC(C)(CC(C(=O)O)N)O	-3.0999999	14214359;21087467;90657179;92446778	COCONUT:(CNP0190763);Natural Products:(UNPD142251);PubChem:(14214359 21087467 90657179 92446778);SuperNatural:(SN00282484);YMDB Mine;CHEBI:(144031 144038 144037);ZINC bio:(ZINC13353676 ZINC13353680);EcoCyc Mine;PubMed;Biocyc:(CPD-14636);KEGG Mine	60132730978
1292	1	N/A	-323.90156856016944	C6H13NO3	[M + H2O + H]+	DIQVBVWZTYIDLJ	InChI=1S/C6H13NO3/c1-6(2,7-3)4(8)5(9)10/h4,7-8H,1-3H3,(H,9,10)	null	CC(C)(C(C(=O)O)O)NC	-2.9000001	55300221	PubChem:(55300221)	2
1293	1	N/A	-323.91649484463125	C6H13NO3	[M + H2O + H]+	AVTOULSPPHCOQV	InChI=1S/C6H13NO3/c7-6-2-1-4(9)5(3-8)10-6/h4-6,8-9H,1-3,7H2	null	C1CC(OC(C1O)CO)N	-0.899999976	129710180	PubChem:(129710180)	2
